TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
333908,,,860-296-1426,CT,1ATVU8,2011,NISSAN,ALTIMA,GRAY,,03202017,1437,"(41.7528290877886, -72.6807259258355)"
333936,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,,,1997,HONDA,CIVIC,GREEN,,03212017,1234,"(41.7593295862419, -72.6953888336954)"
333870,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,0ADJN4,2014,NISSAN,ALTIMA,GRY,,03192017,1241,"(41.7625338977715, -72.6743578264573)"
333917,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,0AEFA4,2003,ACURA,TL,GRY,,03202017,2314,"(41.7904966992815, -72.6705022316245)"
333895,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2002,HONDA,ACCORD,GRAY,,03202017,0944,"(41.7864419402924, -72.7023815459077)"
333934,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,TX,HGB8081,2003,NISSAN,XTERRA,BLK,,03212017,1212,"(41.733174734154, -72.6768583340799)"
333965,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,NY,HEB2914,2012,BMW,528I,BLK,,03222017,1257,"(41.7581170849165, -72.6758008876724)"
333967,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2006,INFINITI,M35X,GRY,,03222017,1437,"(41.8016026333465, -72.6927339726397)"
333907,,,860-296-1426,,,2008,BMW,535XI,BLUE,,03202017,1356,"(41.7729444971669, -72.6951780841341)"
333926,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AA23297,2002,VOLVO,S60,RED,,03212017,1008,"(41.7724670937964, -72.6932745046213)"
333940,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,965RGK,2006,HONDA,CIVIC,BLACK,,03212017,1701,"(41.7878659169411, -72.6820558255221)"
333990,,,860-296-2826,CT,DK2822,2007,MERCEDES,C 280,BLACK,,03232017,0420,"(41.7958020106464, -72.665702755975)"
334139,,,860-246-6871,CT,AB68272,2007,BUICK,LACROSSE,RED,,03272017,2016,"(41.7622099742167, -72.7069911089513)"
334149,,,860-296-2826,CT,5AMNN5,2014,HONDA,CIVIC,GRAY,,03282017,0759,"(41.7710160106439, -72.6914382536171)"
334207,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,1996,HONDA,CIVIC DX,BLUE,,03292017,1731,"(41.7796859401634, -72.6875113035065)"
334206,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,670SSK,2013,HONDA,CR-V EX,BLU,,03292017,1713,"(41.7345628374028, -72.6707001015023)"
334235,,,860-246-7616,CT,313TDA,2000,HONDA,ACCORD,BLACK,,03302017,1141,"(41.7700025470151, -72.6947931533328)"
334233,,,860-236-2602,CT,508JKF,2006,HONDA,CIVIC,RED,,03302017,1105,"(41.7658436380792, -72.6969273951188)"
334234,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,463WDC,1996,DODGE,CARAVAN,GRAY,,03302017,1137,"(41.7349632624481, -72.6746713200966)"
333890,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AF50754,2007,INFIN,M35,GRY,,03202017,0418,"(41.7342845006134, -72.6885129834001)"
333837,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AC83978,2000,FORD,TAURUS,TAN,,03182017,0941,"(41.7762668422185, -72.6859536921547)"
333978,,,860-236-2602,,,1995,HONDA,CIVIC,BLACK,,03222017,2038,"(41.7453062657632, -72.6764739450046)"
333977,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,977ZHM,2015,TOYOTA,RAV4,WHITE,,03222017,1948,"(41.7775135116795, -72.6816299172841)"
333888,,,860-296-8588,CT,AC77889,2002,DODGE,GRAND CARA,TAN,,03202017,0358,"(41.7731994583742, -72.6912646953774)"
333879,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AE65417,2016,KIA,OPTIMA,BLK,,03192017,2009,"(41.7770424531574, -72.6802018238547)"
334007,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,577ZON,2004,NISSAN,ALTIMA,GRY,,03232017,1815,"(41.8041997861125, -72.7001686028204)"
333887,,,860-296-8588,IL,E509017,2014,SUBARU,CROSS TRAC,GRAY,,03192017,2348,"(41.7650245480665, -72.7104757818129)"
333860,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH93268,2003,HONDA,ACCORD,TAN,,03192017,0655,"(41.7758804037429, -72.6764711676936)"
333996,,,860-947-3062,CT,8AEUD6,2017,KIA,SPORTAGE,SILVER,,03232017,1039,"(41.766491340676, -72.7106243127497)"
333961,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,292UAM,2006,MAZDA,3I,GRY,,03222017,0956,"(41.7563805413981, -72.7111616250749)"
333974,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,221RBK,2012,VOLKSWAGON,TIGUAN S,BLUE,,03222017,1836,"(41.7554156937551, -72.6826357235785)"
333966,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1996,SUBARU,IMPREZA,RED,,03222017,1337,"(41.7607956443186, -72.7032622446607)"
333869,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,NJ,K37ENS,2009,PONTIAC,G5,RED,,03192017,1139,"(41.7655975940165, -72.6786147734671)"
333874,,,860-246-7771,CT,AF73214,2013,ACURA,TSX,GRAY,,03192017,1502,"(41.7690369579141, -72.6727886402643)"
334023,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,559YOF,2004,NISSAN,MAXIMA,WHITE,,03232017,2240,"(41.7704400198901, -72.7108598996011)"
333893,,,860-296-9663,CT,AC24571,2004,HONDA,ACCORD,GRAY,,03202017,0835,"(41.7812340810683, -72.688329050802)"
333876,,,860-293-2442,,,2014,JEEP,CHEROKEE,BLUE,,03192017,1550,"(41.7370507704734, -72.667516264689)"
333975,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6AGAN3,2014,JEEP,CHEROKEE,GRAY,,03222017,1915,"(41.7829812624937, -72.6838597756897)"
334004,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2000,BMW,323I,GREEN,,03232017,1614,"(41.7790058805822, -72.6945363757061)"
333845,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2001,NISS,MAX,WHI,,03182017,1720,"(41.781424676612, -72.6761268585588)"
333979,,,860-236-2602,CT,AH67601,2005,DODGE,GRAND CARA,RED,,03222017,2116,"(41.7720477726409, -72.6915812239954)"
333858,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,2ADXU3,2000,HONDA,ACC,TAN,,03192017,0256,"(41.7714369406819, -72.6742856919419)"
334005,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,5AUNK9,2003,ACURA,3.2 CL,BLK,,03232017,1617,"(41.8060075172404, -72.6955977843526)"
333985,,,860-296-5382,CT,8ASFB3,2009,NISSAN,MAXIMA,GRAY,,03232017,0002,"(41.7724670937964, -72.6932745046213)"
333896,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AA46872,2004,ACURA,TL,WHITE,,03202017,1006,"(41.7565927499275, -72.7099078700115)"
333927,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,5169CV,2001,GMC,SIERRAK150,GRAY,,03212017,1011,"(41.7941434287965, -72.6988918401359)"
333947,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AG59452,2008,INFINITI,G35 AWD,WHITE,,03212017,2107,"(41.7937134770092, -72.6941860458935)"
334009,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,3AJRL4,2007,HONDA,ACCORD,SILVER,,03232017,1820,"(41.8041997861125, -72.7001686028204)"
333945,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,1996,HONDA,ACCORD LX,RED,,03212017,2021,"(41.7656447527823, -72.6969164895374)"
334039,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2014,LINCOLN,MKZ,BLACK,,03242017,0850,"(41.7467311055823, -72.6824752337482)"
334038,,,860-296-1518,CT,AG90681,2001,NISSAN,ALTIMA,TAN,,03242017,0845,"(41.7729668835524, -72.690196675619)"
334040,,,860-246-6871,CT,OANFT5,2004,CADILLAC,DEVILLE,GRAY,,03242017,0927,"(41.7669872166728, -72.6969651977672)"
334042,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2007,CHEVY,MONTE CARL,RED,,03242017,1043,"(41.7746915211349, -72.6921821550605)"
334043,,,860-246-6871,CT,AH58406,2000,PONTIAC,GRAND AM S,RED,,03242017,1238,"(41.77159955912, -72.6901481263552)"
334044,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,MA,588NV3,2014,JEEP,WRANGLER,RED,,03242017,1429,"(41.7591741780958, -72.6766463306048)"
334046,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,3ARGX7,2008,ACURA,TL,BLK,,03242017,1557,"(41.7681373839617, -72.6841502780445)"
334045,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AH24326,2012,MITSUBISHI,LANCER,GRY,,03242017,1553,"(41.7681373839617, -72.6841502780445)"
334047,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,566HFD,2014,CHEVY,CAPRICE,BLK/WHITE,,03242017,1626,"(41.7724337404748, -72.6780371425476)"
334048,,,860-246-7616,CT,AG94184,1997,NISSAN,MAXIMA,BLACK,,03242017,1852,"(41.7659049391443, -72.7046531893808)"
334050,,,860-246-7616,,,2004,NISSAN,MAXIMA,BLUE,,03242017,1900,"(41.7971488683675, -72.6759893617955)"
334049,,,860-246-7616,CT,AH66485,2002,DODGE,STRATUS,GREEN,,03242017,1857,"(41.7851201508333, -72.6710034815058)"
334053,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,6AKEX4,2005,NISSAN,MURANO,RED,,03242017,1958,"(41.7575191549362, -72.7099515642238)"
334052,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,2AXGK4,2004,HONDA,ACCORD EX,GRY,,03242017,1948,"(41.7920240923074, -72.679205691374)"
334051,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,AB67703,2006,SUBARU,LEGACY,GRN,,03242017,1944,"(41.7449332930575, -72.7149245758519)"
334054,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2005,ACURA,TL,BLK,,03242017,2252,"(41.7982802475519, -72.7016179673368)"
334058,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2001,HONDA,CIVIC,GRAY,,03252017,0125,"(41.7900789154796, -72.68285626967)"
334056,,,860-296-8588,CT,AB98574,1998,TOYOTA,COROLLA,GREEN,,03252017,0110,"(41.7659049391443, -72.7046531893808)"
334092,,,860-296-1518,CT,AG75496,2013,TOYOTA,PRIUS,GREEN,,03262017,0314,"(41.773793890164, -72.6951995033845)"
334063,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,419SCD,2012,HONDA,CIVIC,WHITE,,03252017,0232,"(41.7824430074142, -72.6908466603422)"
334064,,,860-296-9663,CT,AF10675,2014,TOYOTA,PRIUS,BLUE,,03252017,0234,"(41.7934246595091, -72.6669571340677)"
334061,,,860-947-3062,CT,AC47472,2008,TOYOTA,YARIS,GRAY,,03252017,0208,"(41.7967527535189, -72.6627171197027)"
334059,,,860-947-3062,CT,AA87215,2016,TOYOYA,SCION,BLACK,,03252017,0204,"(41.7523458271672, -72.6764714786948)"
334066,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,0000,,,,,03252017,0421,"(41.790068228485, -72.6724147404114)"
334067,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,FL,GZNF37,2013,CHRYSLER,200,WHITE,,03252017,0440,"(41.7811640324115, -72.6884134300132)"
334068,,,860-246-6871,CT,AH72555,2006,CHEVROLET,MALIBU,GRAY,,03252017,0651,"(41.7661996196644, -72.7059535428605)"
334084,,,860-296-2826,CT,2ARHD7,2013,NISSAN,ALTIMA,GRAY,,03252017,2131,"(41.7639956692386, -72.688500462431)"
334086,,,860-296-2826,CT,AF50413,2001,HONDA,ACCORD,TAN,,03252017,2140,"(41.7541812619456, -72.6831701840886)"
334085,,,860-296-2826,CT,AG62840,2009,VOLKSWAGEN,BEETLE,BLACK,,03252017,2136,"(41.7639956692386, -72.688500462431)"
334083,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2007,HONDA,ACCORD,BLACK,,03252017,2014,"(41.7569668277014, -72.6932106254261)"
334091,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,3ASVA1,2012,HONDA,ACCORD SE,GRAY,,03262017,0113,"(41.7750929338838, -72.6865068475505)"
334090,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,MA,882HS7,2003,JEEP,LIBERTY,BLUE,,03262017,0109,"(41.7750929338838, -72.6865068475505)"
334129,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,835ZXR,2017,TOYOTA,RAV 4,BLUE,,03272017,1233,"(41.7563210279334, -72.686349710504)"
334150,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,MA,8AM861,2017,TOYOTA,RAV4,GRAY,,03282017,0829,"(41.7467311055823, -72.6824752337482)"
334151,,,860-246-7771,MA,2VT585,1994,FORD,RANGER,BLUE,,03282017,0903,"(41.7783300264171, -72.6856084578003)"
334069,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,C086280,1997,CHEV,S10,WHI,,03252017,0744,"(41.7881548209069, -72.6619813402357)"
334070,,,860-233-7079,CT,AA66577,2012,NISSAN,MAXIMA,BLACK,,03252017,0817,"(41.7711704188972, -72.6936575384194)"
334080,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,3AFER4,2014,DODGE,AVENGER,BLACK,,03252017,1710,"(41.7858282680042, -72.6766936032984)"
334071,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AE95516,2002,MITSUBISHI,GALANT,SILVER,,03252017,0848,"(41.7729208246509, -72.6892723944)"
334073,,,860-296-2826,CT,AA36085,2016,HYUNDAI,ELANTRA,BLACK,,03252017,1050,"(41.7446745336382, -72.6800154358131)"
334075,,,860-246-7771,CT,355WLW,2001,TOYOTA,TUNDRA,GREY,,03252017,1138,"(41.7608739022227, -72.7134555246771)"
334072,,,860-296-2826,CT,558YRO,2010,CHEVY,MALIBU,BLACK,,03252017,0853,"(41.784825409085, -72.6764179451114)"
334074,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6ASND0,1995,NISS,PATHFINDER,GRY,,03252017,1132,"(41.7395332779706, -72.6967664139896)"
334078,,,860-236-2602,CT,8487CN,2004,HONDA,CIVIC,BLUE,,03252017,1540,"(41.7602191302775, -72.7130685291396)"
334077,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AC05163,2004,HONDA,CIV,BLK,,03252017,1520,"(41.7408316536728, -72.7001288808916)"
334082,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2003,HONDA,ODYSSEY,BLUE,,03252017,2009,"(41.7808841930554, -72.6871710529445)"
334095,,,860-233-7079,MA,5FN161,2004,ACURA,SEDAN,GRAY,,03262017,0646,"(41.773793890164, -72.6951995033845)"
334094,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AB72934,1998,HONDA,ACCORD EX,GREEN,,03262017,0630,"(41.7382865986664, -72.675215111235)"
334134,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2003,NISSAN,MURANO,WHITE,,03272017,1600,"(41.746058485392, -72.6873446025156)"
334135,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,547YZD,2007,CHEVROLET,IMPALA,WHITE,,03272017,1601,"(41.746058485392, -72.6873446025156)"
334079,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,350RPP,2000,FORD,E350,WHITE,,03252017,1543,"(41.7360715449613, -72.6712487661289)"
334081,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,AH08915,2004,AUDI,QUATRO,BLUE,,03252017,1838,"(41.7682600040117, -72.6758279944352)"
334088,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AC26547,2007,VOLVO,XC90,BLUE,,03252017,2213,"(41.7371440830846, -72.6913693289321)"
334087,,,860-296-2826,CT,AB48633,1999,NISSAN,MAXIMA,BLACK,,03252017,2149,"(41.7414279701811, -72.6993760447059)"
334089,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AD65579,1997,FORD,MUSTANG,RED,,03252017,2216,"(41.7371440830846, -72.6913693289321)"
334097,,,860-246-7771,CT,156YTV,1998,ACURA,INTEGRA,GREEN,,03262017,0928,"(41.7411586784414, -72.6763458846726)"
334098,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AG32802,1999,AUDI,A6,BLUE,,03262017,0931,"(41.7688325098416, -72.7003563471851)"
334099,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,948YTC,2006,NISSAN,MURANO,GRAY,,03262017,0944,"(41.8039134980176, -72.690888015167)"
334120,,,860-293-2442,CT,5AWBM2,2012,HONDA,ACCORD,WHITE,,03272017,0343,"(41.7724670937964, -72.6932745046213)"
334093,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,0000,NISSAN,ALTIMA,BLK,,03262017,0334,"(41.7900856196666, -72.6801877461635)"
334096,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,237WRL,2008,CHEVY,EQUINOX,WHITE,,03262017,0830,"(41.7460744041305, -72.6790567853102)"
334101,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2000,LANDROVER,DISCOVERY,BROWN,,03262017,1114,"(41.7460468527321, -72.6748077983663)"
334103,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,PA,KCZ9226,2016,JEEP,CHEROKEE,BLUE,,03262017,1252,"(41.7391901183361, -72.6600421029901)"
334105,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,347WSP,2005,PONTIAC,GRANDPRIX,WHITE,,03262017,1306,"(41.7391901183361, -72.6600421029901)"
334104,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,009865,2016,CHEVEROLET,SILVERADO,WHITE,,03262017,1301,"(41.7391901183361, -72.6600421029901)"
334106,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AG99007,1998,HONDA,ACC,TAN,,03262017,1726,"(41.7732154446913, -72.6928416609944)"
334111,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AJ50323,1996,HONDA,CIVIC,WHI,,03262017,1839,"(41.7778115642978, -72.6776879706312)"
334107,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AA48397,2013,NISSAN,ALTIMA,BLUE,,03262017,1800,"(41.7320488317379, -72.7008735517976)"
334108,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,3ATFT7,2008,NISSAN,MAXIMA,BLACK,,03262017,1800,"(41.7320488317379, -72.7008735517976)"
334113,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2016,NISSAN,ALTIMA,BLU,,03262017,2003,"(41.7403922604024, -72.6909348830317)"
334112,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,NC,EBS4027,2016,TOYT,CAMRY,WHI,,03262017,1850,"(41.785362774503, -72.7066435554906)"
334117,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AG64288,2002,HONDA,CRV LX,BLK,,03262017,2152,"(41.7589866863878, -72.6750251741897)"
334118,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1990,HONDA,ACCORD,BRO,,03262017,2203,"(41.7829812624937, -72.6838597756897)"
334116,,,860-296-1518,CT,1,2007,GMC,SIERRA,GRAY,,03262017,2132,"(41.7402263859838, -72.6993548558059)"
334119,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AKNW1,2006,LEXUS,1250,BLK,,03272017,0034,"(41.7394577076083, -72.6973452390671)"
334122,,,860-293-2442,CT,6AHFH2,1999,HONDA,ODDYSEY,GREEN,,03272017,0549,"(41.7565241792211, -72.6669878939486)"
334121,,,860-293-2442,CT,AA46773,2000,POINTIAC,GRAND PRIX,SILVER,,03272017,0501,"(41.7547477404988, -72.6684731027803)"
334125,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,4AWJW3,2005,HONDA,PILOT,TAN,,03272017,0846,"(41.7835713359299, -72.6721623528946)"
334126,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,FL,EULC64,2010,ACURA,TSX,SILVER,,03272017,0920,"(41.7729208246509, -72.6892723944)"
334127,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,1APLV5,2006,VOLKSWAGON,PASSAT,WHITE,,03272017,1000,"(41.7483951702072, -72.6987070865795)"
334128,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,IL,Q444964,2016,TOYOTA,UTILITY,BLUE,,03272017,1045,"(41.7706075015161, -72.708786389698)"
334131,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2000,NISSAN,MAXIMA,BLACK,,03272017,1315,"(41.7598370691527, -72.6910222735242)"
334132,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1995,MERCURY,VILLAGER,GREEN,,03272017,1350,"(41.7418793186829, -72.6758692936812)"
334137,,,860-246-6871,CT,AB42889,2002,DODGE,DURANGO,MAROON,,03272017,1706,"(41.7773596489169, -72.7007372706161)"
334138,,,860-246-6871,,,1999,INFINITI,G20,GREEN,,03272017,2011,"(41.7971488683675, -72.6759893617955)"
334147,,,860-296-2826,CT,AH929083,2003,CHRYSLER,SEBRING,GREEN,,03282017,0639,"(41.7833342112333, -72.6839261386857)"
334136,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2003,NISSAN,ALTIMA,GRAY,,03272017,1652,"(41.7819732832806, -72.679203108614)"
334141,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,4JZ479,2017,NISSAN,JUKE,BLK,,03272017,2326,"(41.7845542962783, -72.6961588302998)"
334142,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,917XEA,2004,TOYOTA,COROLLA,GRAY,,03282017,0159,"(41.7728937944005, -72.693146828513)"
334143,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,776Z0D,2012,HYUNDAI,ELANTRA,WHITE,,03282017,0232,"(41.7782265396592, -72.6857801556813)"
334144,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AF81030,1998,SUBARU,LEGACY,GREEN,,03282017,0407,"(41.7782265396592, -72.6857801556813)"
334145,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NY,HHE8309,1999,VOLSKWAGON,CABRIOLET,PURPLE,,03282017,0410,"(41.8006137013404, -72.7174254161015)"
334154,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,9AVRR2,2015,TOYOTA,COROLLA,GRAY,,03282017,1007,"(41.7607417246678, -72.7065509335411)"
334153,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AD26918,2010,TOYOTA,TACOMA,SILVER,,03282017,0917,"(41.7620575191534, -72.6902787008757)"
334152,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2003,ACURA,CL,BLACK,,03282017,0916,"(41.7623019702435, -72.6902674070558)"
334156,,,860-296-1426,CT,AA33610,2015,KIA,OPTIMA,WHITE,,03282017,1045,"(41.7723061706525, -72.6946472823013)"
334155,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,,,1998,HONDA,ACCORD,SILVER,,03282017,1027,"(41.7590489922202, -72.6819643458604)"
334165,,,860-296-1518,,,1999,HONDA,PRELUDE,BLACK,,03282017,1416,"(41.7451280548332, -72.6832127277801)"
334162,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,PONTIAC,GRAND AM,RED,,03282017,1412,"(41.7818007158786, -72.6918551443765)"
334158,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,7AMUF4,2006,LEXUS,GS300,BLUE,,03282017,1221,"(41.7801586418218, -72.6808793259483)"
